Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13831,16,6,2202.99,4,5,5,455,Champion
13832,19,1,52.199999999999996,4,1,1,411,New Customer
13833,159,1,384.8,2,1,2,212,Lost
13835,25,4,834.57,4,4,3,443,Loyal Customer
13837,212,2,271.24,1,2,2,122,Lost
13838,6,4,691.73,5,4,3,543,Loyal Customer
13841,253,1,85.0,1,1,1,111,Lost
13842,59,9,3385.62,3,5,5,355,Loyal Customer
13844,11,1,361.62,5,1,2,512,New Customer
13845,65,1,312.98,3,1,2,312,Promising
13846,25,3,865.0600000000001,4,3,3,433,Loyal Customer
13848,92,3,1255.0,2,3,4,234,At Risk
13849,52,2,1537.95,3,2,4,324,Lost
13850,129,1,1595.48,2,1,4,214,Cannot Lose Them
13851,96,3,2651.46,2,3,5,235,At Risk
13853,57,1,1090.14,3,1,4,314,Lost
13854,9,25,8109.5199999999995,5,5,5,555,Champion
13856,169,3,388.5,2,3,2,232,At Risk
13858,57,1,216.17,3,1,1,311,Promising
13859,326,1,201.16,1,1,1,111,Lost
13860,1,5,1245.9,5,4,4,544,Champion
13862,18,8,2209.36,4,5,5,455,Champion
13863,248,1,305.78,1,1,2,112,Lost
13865,58,4,501.56,3,4,3,343,Loyal Customer
13866,74,1,145.67000000000002,2,1,1,211,Lost
13867,31,3,1015.29,4,3,4,434,Loyal Customer
13868,7,2,3192.54,5,2,5,525,New Customer
13869,123,4,3104.95,2,4,5,245,At Risk
13870,2,8,2770.94,5,5,5,555,Champion
13871,23,13,6403.25,4,5,5,455,Champion
13873,120,3,389.6,2,3,2,232,At Risk
13874,358,1,540.45,1,1,3,113,Cannot Lose Them
13875,54,5,1786.79,3,4,4,344,Loyal Customer
13876,64,1,122.7,3,1,1,311,Promising
13877,86,1,117.24,2,1,1,211,Lost
13878,55,1,1281.53,3,1,4,314,Lost
13880,21,13,3219.77,4,5,5,455,Champion
13881,4,20,17159.52,5,5,5,555,Champion
13882,3,5,1191.13,5,4,4,544,Champion
13883,11,5,2674.48,5,4,5,545,Champion
13884,7,5,787.6,5,4,3,543,Loyal Customer
13885,189,2,506.8,1,2,3,123,Cannot Lose Them
13886,71,1,243.56,3,1,1,311,Promising
13887,204,1,349.55,1,1,2,112,Lost
13888,120,2,605.63,2,2,3,223,Cannot Lose Them
13889,93,1,416.90000000000003,2,1,2,212,Lost
13890,1,10,1883.8100000000002,5,5,4,554,Champion
13892,27,4,632.97,4,4,3,443,Loyal Customer
13893,298,1,821.1,1,1,3,113,Cannot Lose Them
13894,24,3,564.62,4,3,3,433,Loyal Customer
13895,28,4,2593.07,4,4,5,445,Champion
13897,50,1,311.16,3,1,2,312,Promising
13898,326,1,155.93,1,1,1,111,Lost
13899,16,2,388.52,4,2,2,422,New Customer
13900,183,3,740.95,1,3,3,133,At Risk
13901,72,5,2867.2,3,4,5,345,Loyal Customer
13904,37,2,332.64,3,2,2,322,Promising
13908,80,4,2369.55,2,4,5,245,At Risk
13911,57,9,2580.91,3,5,5,355,Loyal Customer
13914,12,2,626.45,5,2,3,523,New Customer
13917,50,2,272.04,3,2,2,322,Promising
13918,50,2,1212.8400000000001,3,2,4,324,Lost
13919,59,2,384.81,3,2,2,322,Promising
13922,352,1,172.25,1,1,1,111,Lost
13923,54,1,351.13,3,1,2,312,Promising
13924,2,6,1838.8500000000001,5,5,4,554,Champion
13925,93,4,678.25,2,4,3,243,At Risk
13926,23,1,223.85000000000002,4,1,1,411,New Customer
13927,75,1,348.99,2,1,2,212,Lost
13928,11,4,464.57,5,4,2,542,Loyal Customer
13929,169,2,842.65,2,2,3,223,Cannot Lose Them
13930,58,2,337.34,3,2,2,322,Promising
13931,96,2,1237.53,2,2,4,224,Cannot Lose Them
13932,295,1,307.4,1,1,2,112,Lost
13933,109,2,608.7900000000001,2,2,3,223,Cannot Lose Them
13934,264,1,922.1,1,1,3,113,Cannot Lose Them
13936,180,1,376.58,1,1,2,112,Lost
13937,169,1,158.85,2,1,1,211,Lost
13938,35,1,71.66,3,1,1,311,Promising
13939,23,3,568.55,4,3,3,433,Loyal Customer
13940,17,4,839.14,4,4,3,443,Loyal Customer
13941,22,5,5112.96,4,4,5,445,Champion
13946,79,3,561.5699999999999,2,3,3,233,At Risk
13947,65,1,90.6,3,1,1,311,Promising
13948,361,1,102.0,1,1,1,111,Lost
13949,3,6,2427.32,5,5,5,555,Champion
13950,11,4,745.06,5,4,3,543,Loyal Customer
13951,176,3,674.45,2,3,3,233,At Risk
13952,218,2,3251.071,1,2,5,125,Cannot Lose Them
13953,7,7,3515.68,5,5,5,555,Champion
13954,2,2,439.92,5,3,2,532,Loyal Customer
13955,154,2,322.96,2,3,2,232,At Risk
13956,5,5,1026.42,5,4,4,544,Champion
13959,79,3,598.2,2,3,3,233,At Risk
13960,21,2,230.22,4,3,1,431,Loyal Customer
13962,22,2,169.55,4,3,1,431,Loyal Customer
13963,308,4,664.54,1,4,3,143,At Risk
13967,146,1,80.7,2,1,1,211,Lost
13969,7,18,9053.94,5,5,5,555,Champion
13971,19,8,2758.26,4,5,5,455,Champion
13972,71,2,190.25,3,3,1,331,Loyal Customer
13973,287,1,264.7,1,1,2,112,Lost
13974,49,1,413.59000000000003,3,1,2,312,Promising
13975,31,6,2526.28,4,5,5,455,Champion
13976,207,1,357.98,1,1,2,112,Lost
13978,15,2,196.79000000000002,4,3,1,431,Loyal Customer
13979,73,1,869.87,2,1,3,213,Cannot Lose Them
13980,60,1,200.14,3,1,1,311,Promising
13982,39,4,1871.81,3,4,4,344,Loyal Customer
13983,30,12,2603.43,4,5,5,455,Champion
13984,27,5,920.51,4,4,3,443,Loyal Customer
13985,4,15,7060.13,5,5,5,555,Champion
13986,17,1,320.46,4,1,2,412,New Customer
13988,20,6,4147.96,4,5,5,455,Champion
13989,66,2,1266.08,3,3,4,334,Loyal Customer
13990,213,1,311.3,1,1,2,112,Lost
13991,12,6,855.97,5,5,3,553,Loyal Customer
13992,30,1,76.8,4,1,1,411,New Customer
13993,43,9,3466.36,3,5,5,355,Loyal Customer
13994,4,6,2313.14,5,5,5,555,Champion
13995,15,5,1393.69,4,4,4,444,Champion
13999,10,12,3901.81,5,5,5,555,Champion
14000,211,1,635.66,1,1,3,113,Cannot Lose Them
14001,46,3,2043.0800000000002,3,3,4,334,Loyal Customer
14002,134,2,529.73,2,3,3,233,At Risk
14004,43,7,4582.64,3,5,5,355,Loyal Customer
14005,10,5,2874.72,5,4,5,545,Champion
14006,116,3,962.19,2,3,4,234,At Risk
14009,198,2,695.61,1,3,3,133,At Risk
14012,278,1,328.8,1,1,2,112,Lost
14013,110,3,473.02,2,3,2,232,At Risk
14014,77,1,505.18,2,1,3,213,Cannot Lose Them
14015,53,1,917.34,3,1,3,313,Lost
14016,162,4,4341.21,2,4,5,245,At Risk
14019,47,3,1421.61,3,3,4,334,Loyal Customer
14020,17,2,642.8,4,3,3,433,Loyal Customer
14021,155,3,631.9,2,3,3,233,At Risk
14022,225,1,440.0,1,1,2,112,Lost
14023,7,2,584.07,5,3,3,533,Loyal Customer
14024,122,2,327.7,2,3,2,232,At Risk
14027,61,1,104.82,3,1,1,311,Promising
14029,63,2,467.66,3,3,2,332,Loyal Customer
14030,18,8,2360.09,4,5,5,455,Champion
14031,7,19,17286.86,5,5,5,555,Champion
14032,2,11,2975.59,5,5,5,555,Champion
14034,22,3,651.8199999999999,4,3,3,433,Loyal Customer
14035,29,5,1428.02,4,4,4,444,Champion
14036,285,1,626.65,1,1,3,113,Cannot Lose Them
14037,176,2,147.20000000000002,2,3,1,231,At Risk
14038,78,3,1560.38,2,3,4,234,At Risk
14039,33,1,152.2,4,1,1,411,New Customer
14040,41,12,3614.92,3,5,5,355,Loyal Customer
14041,266,1,141.41,1,1,1,111,Lost
14044,27,4,652.82,4,4,3,443,Loyal Customer
14045,109,4,1659.75,2,4,4,244,At Risk
14046,284,1,154.99,1,1,1,111,Lost
14047,9,5,1308.6100000000001,5,4,4,544,Champion
14048,305,1,409.93,1,1,2,112,Lost
14049,17,4,5681.72,4,4,5,445,Champion
14050,32,2,746.36,4,3,3,433,Loyal Customer
14051,1,23,15610.390000000001,5,5,5,555,Champion
14052,20,1,225.36,4,1,1,411,New Customer
14053,124,2,260.25,2,3,2,232,At Risk
14054,65,1,92.46,3,1,1,311,Promising
14055,106,1,725.6400000000001,2,1,3,213,Cannot Lose Them
14056,1,23,8214.65,5,5,5,555,Champion
14057,24,17,6217.96,4,5,5,455,Champion
14059,267,1,183.6,1,1,1,111,Lost
14060,5,19,6140.42,5,5,5,555,Champion
14062,10,12,10464.85,5,5,5,555,Champion
14064,29,5,1353.74,4,4,4,444,Champion
14066,267,1,152.55,1,1,1,111,Lost
14067,64,2,374.7,3,3,2,332,Loyal Customer
14068,320,1,265.85,1,1,2,112,Lost
14071,4,8,1438.82,5,5,4,554,Champion
14073,32,1,151.04,4,1,1,411,New Customer
14075,5,3,942.26,5,3,3,533,Loyal Customer
14076,129,1,122.47,2,1,1,211,Lost
14077,41,5,499.41999999999996,3,4,3,343,Loyal Customer
14078,102,6,1049.37,2,5,4,254,At Risk
14079,125,1,375.1,2,1,2,212,Lost
14080,33,1,45.599999999999994,4,1,1,411,New Customer
14081,302,2,934.52,1,3,3,133,At Risk
14082,365,1,182.25,1,1,1,111,Lost
14083,4,9,1018.43,5,5,4,554,Champion
14085,2,18,4448.54,5,5,5,555,Champion
14087,3,1,194.42,5,1,1,511,New Customer
14088,10,13,50491.81,5,5,5,555,Champion
14089,57,1,161.0,3,1,1,311,Promising
14090,325,1,76.32000000000001,1,1,1,111,Lost
14092,8,14,4076.91,5,5,5,555,Champion
14093,12,1,442.85,5,1,2,512,New Customer
14096,4,17,65164.79,5,5,5,555,Champion
14098,37,1,147.35,3,1,1,311,Promising
14099,16,11,3104.17,4,5,5,455,Champion
14100,138,1,194.9,2,1,1,211,Lost
14101,74,6,5976.79,2,5,5,255,At Risk
14102,5,5,1360.28,5,4,4,544,Champion
14104,155,2,216.20999999999998,2,3,1,231,At Risk
14105,239,1,1266.23,1,1,4,114,Cannot Lose Them
14107,52,7,2703.23,3,5,5,355,Loyal Customer
14108,31,2,597.91,4,3,3,433,Loyal Customer
14109,73,1,144.2,2,1,1,211,Lost
14110,4,12,5683.15,5,5,5,555,Champion
14111,14,4,692.85,4,4,3,443,Loyal Customer
14112,23,7,2915.15,4,5,5,455,Champion
14113,4,4,1840.42,5,4,4,544,Champion
14114,274,2,386.53,1,3,2,132,At Risk
14116,20,5,1382.74,4,4,4,444,Champion
14117,144,1,90.0,2,1,1,211,Lost
14121,4,4,2780.15,5,4,5,545,Champion
14124,84,1,419.58000000000004,2,1,2,212,Lost
14125,11,3,2740.43,5,3,5,535,Loyal Customer
14126,8,3,706.1300000000001,5,3,3,533,Loyal Customer
14127,123,3,709.71,2,3,3,233,At Risk
14128,61,2,637.5,3,3,3,333,Loyal Customer
14129,2,5,1123.8600000000001,5,4,4,544,Champion
14130,319,1,483.86,1,1,2,112,Lost
14132,2,11,3586.0299999999997,5,5,5,555,Champion
14133,130,3,605.64,2,3,3,233,At Risk
14135,2,15,4690.31,5,5,5,555,Champion
14138,2,2,982.3800000000001,5,3,4,534,Loyal Customer
14139,46,1,415.82,3,1,2,312,Promising
14140,4,2,935.05,5,3,3,533,Loyal Customer
14141,3,4,915.13,5,4,3,543,Loyal Customer
14142,373,1,311.81,1,1,2,112,Lost
14143,134,1,115.8,2,1,1,211,Lost
14145,47,4,3742.2,3,4,5,345,Loyal Customer
14146,9,5,4191.0,5,4,5,545,Champion
14147,78,2,483.4,2,3,2,232,At Risk
14148,234,1,157.2,1,1,1,111,Lost
14149,221,1,446.62,1,1,2,112,Lost
14150,36,2,658.64,3,3,3,333,Loyal Customer
14152,75,2,621.29,2,3,3,233,At Risk
14154,239,2,1345.62,1,3,4,134,At Risk
14155,266,1,118.75,1,1,1,111,Lost
14156,10,55,117379.63,5,5,5,555,Champion
14157,20,2,432.88,4,3,2,432,Loyal Customer
14158,40,1,507.66,3,1,3,313,Lost
14159,20,11,4693.01,4,5,5,455,Champion
14161,216,3,1110.52,1,3,4,134,At Risk
14162,174,2,289.36,2,3,2,232,At Risk
14163,87,4,2445.91,2,4,5,245,At Risk
14164,71,2,1631.77,3,3,4,334,Loyal Customer
14165,276,1,122.53999999999999,1,1,1,111,Lost
14167,39,4,574.84,3,4,3,343,Loyal Customer
14171,98,1,363.79,2,1,2,212,Lost
14173,11,4,450.84,5,4,2,542,Loyal Customer
14174,33,1,134.46,4,1,1,411,New Customer
14175,60,3,3222.3,3,3,5,335,Loyal Customer
14176,297,4,576.9000000000001,1,4,3,143,At Risk
14177,86,4,559.41,2,4,3,243,At Risk
14178,9,7,1620.93,5,5,4,554,Champion
14179,41,2,719.78,3,3,3,333,Loyal Customer
14180,11,25,4748.52,5,5,5,555,Champion
14184,67,1,452.89,3,1,2,312,Promising
14185,331,1,197.65,1,1,1,111,Lost
14188,31,6,2054.36,4,5,4,454,Champion
14189,2,15,4654.08,5,5,5,555,Champion
14191,2,13,4684.76,5,5,5,555,Champion
14193,68,2,853.39,3,3,3,333,Loyal Customer
14194,5,21,11349.52,5,5,5,555,Champion
14195,202,2,1012.0,1,3,4,134,At Risk
14196,107,1,335.52,2,1,2,212,Lost
14198,18,4,701.4,4,4,3,443,Loyal Customer
14199,218,1,185.39999999999998,1,1,1,111,Lost
14201,60,7,747.44,3,5,3,353,Loyal Customer
14204,2,1,161.03,5,1,1,511,New Customer
14205,17,2,466.7,4,3,2,432,Loyal Customer
14206,239,1,328.15999999999997,1,1,2,112,Lost
14208,95,1,151.74,2,1,1,211,Lost
14209,11,6,2073.43,5,5,5,555,Champion
14210,106,6,1905.8400000000001,2,5,4,254,At Risk
14211,53,9,2241.1,3,5,5,355,Loyal Customer
14212,90,1,1070.48,2,1,4,214,Cannot Lose Them
14214,31,5,1004.38,4,4,4,444,Champion
14215,12,6,1789.72,5,5,4,554,Champion
14216,3,4,1839.3,5,4,4,544,Champion
14217,2,17,2004.98,5,5,4,554,Champion
14218,43,1,169.48000000000002,3,1,1,311,Promising
14219,4,1,89.94,5,1,1,511,New Customer
14220,247,2,632.4,1,3,3,133,At Risk
14221,42,9,3432.8,3,5,5,355,Loyal Customer
14222,177,1,683.17,2,1,3,213,Cannot Lose Them
14223,92,3,991.13,2,3,4,234,At Risk
14224,110,4,1050.12,2,4,4,244,At Risk
14226,29,5,2232.19,4,4,5,445,Champion
14227,26,10,3350.96,4,5,5,455,Champion
14229,52,3,1547.2,3,3,4,334,Loyal Customer
14231,184,3,925.71,1,3,3,133,At Risk
14232,43,5,2048.07,3,4,4,344,Loyal Customer
14233,49,4,1462.72,3,4,4,344,Loyal Customer
14234,22,4,775.46,4,4,3,443,Loyal Customer
14235,75,5,3144.86,2,4,5,245,At Risk
14236,81,2,490.86,2,3,3,233,At Risk
14237,373,1,161.0,1,1,1,111,Lost
14238,326,1,146.85,1,1,1,111,Lost
14239,43,11,2380.85,3,5,5,355,Loyal Customer
14240,30,2,890.34,4,3,3,433,Loyal Customer
14241,184,1,213.70000000000002,1,1,1,111,Lost
14242,235,2,280.55,1,3,2,132,At Risk
14243,9,10,2588.77,5,5,5,555,Champion
14245,220,2,1693.45,1,3,4,134,At Risk
14246,111,3,1474.06,2,3,4,234,At Risk
14247,278,1,136.76999999999998,1,1,1,111,Lost
14248,318,1,302.58,1,1,2,112,Lost
14250,7,3,1904.05,5,3,4,534,Loyal Customer
14251,2,5,2879.7000000000003,5,4,5,545,Champion
14256,260,2,969.0600000000001,1,3,4,134,At Risk
14257,64,5,3099.7200000000003,3,4,5,345,Loyal Customer
14258,9,9,12669.98,5,5,5,555,Champion
14259,142,1,120.0,2,1,1,211,Lost
14261,51,2,1163.45,3,3,4,334,Loyal Customer
14262,8,8,2618.23,5,5,5,555,Champion
14264,155,2,333.97,2,3,2,232,At Risk
14265,109,2,530.18,2,3,3,233,At Risk
14267,163,3,1516.24,2,3,4,234,At Risk
14270,332,1,492.65000000000003,1,1,3,113,Cannot Lose Them
14271,226,1,112.32,1,1,1,111,Lost
14272,74,2,437.96,2,3,2,232,At Risk
14273,51,4,559.97,3,4,3,343,Loyal Customer
14276,99,3,1119.74,2,3,4,234,At Risk
14277,15,3,4216.2,4,3,5,435,Loyal Customer
14280,197,1,134.04,1,1,1,111,Lost
14282,3,15,3729.34,5,5,5,555,Champion
14284,31,2,595.25,4,3,3,433,Loyal Customer
14285,21,4,1910.01,4,4,4,444,Champion
14286,24,3,4628.75,4,3,5,435,Loyal Customer
14287,8,3,176.63,5,3,1,531,Loyal Customer
14288,213,1,426.6,1,1,2,112,Lost
14289,9,6,911.26,5,5,3,553,Loyal Customer
14290,11,5,2314.65,5,4,5,545,Champion
14291,2,11,3883.25,5,5,5,555,Champion
14292,8,9,4871.93,5,5,5,555,Champion
14293,3,4,1046.56,5,4,4,544,Champion
14295,40,1,166.20000000000002,3,1,1,311,Promising
14297,18,4,1305.33,4,4,4,444,Champion
14298,8,44,51527.3,5,5,5,555,Champion
14299,8,9,3965.62,5,5,5,555,Champion
14300,19,1,43.2,4,1,1,411,New Customer
14301,117,1,640.14,2,1,3,213,Cannot Lose Them
14304,223,1,383.45,1,1,2,112,Lost
14305,71,3,1858.96,3,3,4,334,Loyal Customer
14306,51,2,2093.32,3,3,5,335,Loyal Customer
14307,89,6,2995.72,2,5,5,255,At Risk
14309,8,9,2352.53,5,5,5,555,Champion
14311,243,1,310.26,1,1,2,112,Lost
14312,47,6,1611.59,3,5,4,354,Loyal Customer
14314,107,1,120.0,2,1,1,211,Lost
14315,45,6,2481.13,3,5,5,355,Loyal Customer
14317,65,1,508.58000000000004,3,1,3,313,Lost
14320,207,2,477.79,1,3,2,132,At Risk
14321,11,5,1530.75,5,4,4,544,Champion
14323,115,2,605.0600000000001,2,3,3,233,At Risk
14326,242,1,183.85,1,1,1,111,Lost
14327,163,1,311.65,2,1,2,212,Lost
14329,17,7,5014.84,4,5,5,455,Champion
14331,124,2,462.65999999999997,2,3,2,232,At Risk
14332,23,3,866.31,4,3,3,433,Loyal Customer
14333,68,1,415.2,3,1,2,312,Promising
14334,17,8,2552.21,4,5,5,455,Champion
14335,16,2,468.26,4,3,2,432,Loyal Customer
14336,17,4,1614.91,4,4,4,444,Champion
14338,161,2,588.22,2,3,3,233,At Risk
14339,243,1,309.52,1,1,2,112,Lost
14340,219,1,134.7,1,1,1,111,Lost
14341,45,8,2182.28,3,5,5,355,Loyal Customer
14342,21,4,668.5600000000001,4,4,3,443,Loyal Customer
14344,127,8,889.9300000000001,2,5,3,253,At Risk
14345,39,1,108.97999999999999,3,1,1,311,Promising
14346,121,2,1021.58,2,3,4,234,At Risk
14348,260,1,409.57,1,1,2,112,Lost
14349,10,1,133.5,5,1,1,511,New Customer
14350,274,1,282.93,1,1,2,112,Lost
14351,165,1,51.0,2,1,1,211,Lost
14352,157,4,1078.96,2,4,4,244,At Risk
14353,215,1,90.6,1,1,1,111,Lost
14354,6,2,163.62,5,3,1,531,Loyal Customer
14355,366,1,174.4,1,1,1,111,Lost
14356,80,2,701.23,2,3,3,233,At Risk
14357,43,1,225.77,3,1,1,311,Promising
14359,19,3,912.18,4,3,3,433,Loyal Customer
14360,32,4,2128.23,4,4,5,445,Champion
14362,22,1,161.2,4,1,1,411,New Customer
14364,109,8,3717.35,2,5,5,255,At Risk
14367,8,16,9261.52,5,5,5,555,Champion
14368,320,1,155.0,1,1,1,111,Lost
14371,295,1,100.5,1,1,1,111,Lost
14373,358,1,76.55,1,1,1,111,Lost
14375,185,1,257.68,1,1,2,112,Lost
14377,191,2,617.05,1,3,3,133,At Risk
14379,44,2,348.1,3,3,2,332,Loyal Customer
14381,52,1,202.68,3,1,1,311,Promising
14382,26,1,626.0699999999999,4,1,3,413,New Customer
14383,38,3,1247.69,3,3,4,334,Loyal Customer
14385,9,3,202.11,5,3,1,531,Loyal Customer
14386,297,1,142.4,1,1,1,111,Lost
14387,33,3,1770.56,4,3,4,434,Loyal Customer
14388,10,8,3212.84,5,5,5,555,Champion
14389,65,2,1043.46,3,3,4,334,Loyal Customer
14390,10,9,4652.82,5,5,5,555,Champion
14393,218,1,67.95,1,1,1,111,Lost
14395,2,9,3507.71,5,5,5,555,Champion
14396,65,2,487.99,3,3,2,332,Loyal Customer
14397,3,19,2612.96,5,5,5,555,Champion
14400,149,1,574.7,2,1,3,213,Cannot Lose Them
14401,4,13,4051.48,5,5,5,555,Champion
14403,130,4,1475.81,2,4,4,244,At Risk
14404,34,6,1474.32,3,5,4,354,Loyal Customer
14406,119,1,156.75,2,1,1,211,Lost
14407,107,6,2157.73,2,5,5,255,At Risk
14408,11,7,2606.53,5,5,5,555,Champion
14409,71,6,2059.4500000000003,3,5,5,355,Loyal Customer
14410,92,9,1105.07,2,5,4,254,At Risk
14411,311,1,1063.0,1,1,4,114,Cannot Lose Them
14412,43,2,770.03,3,3,3,333,Loyal Customer
14413,362,1,122.7,1,1,1,111,Lost
14414,92,7,1496.98,2,5,4,254,At Risk
14415,1,13,5900.28,5,5,5,555,Champion
14416,22,2,490.22,4,3,3,433,Loyal Customer
14418,4,3,1937.25,5,3,4,534,Loyal Customer
14419,11,6,1058.06,5,5,4,554,Champion
14420,99,1,387.52,2,1,2,212,Lost
14421,57,2,813.11,3,3,3,333,Loyal Customer
14422,1,6,4263.64,5,5,5,555,Champion
14423,218,1,265.2,1,1,2,112,Lost
14424,18,1,322.08,4,1,2,412,New Customer
14426,24,10,4481.67,4,5,5,455,Champion
14427,50,2,363.34000000000003,3,3,2,332,Loyal Customer
14428,7,5,1244.83,5,4,4,544,Champion
14431,303,1,470.36,1,1,2,112,Lost
14432,10,6,2255.51,5,5,5,555,Champion
14434,22,6,1372.8,4,5,4,454,Champion
14436,99,1,89.06,2,1,1,211,Lost
14437,366,1,63.0,1,1,1,111,Lost
14438,306,1,131.9,1,1,1,111,Lost
14439,320,1,2661.24,1,1,5,115,Cannot Lose Them
14440,8,5,2357.6800000000003,5,4,5,545,Champion
14441,1,4,1712.89,5,4,4,544,Champion
14442,205,2,1589.82,1,3,4,134,At Risk
14443,54,4,1420.2,3,4,4,344,Loyal Customer
14446,1,4,1039.58,5,4,4,544,Champion
14447,19,5,1163.23,4,4,4,444,Champion
14448,9,2,375.35,5,3,2,532,Loyal Customer
14449,19,4,907.1,4,4,3,443,Loyal Customer
14450,181,3,483.25,1,3,2,132,At Risk
14451,60,2,662.59,3,3,3,333,Loyal Customer
14452,11,2,264.44,5,3,2,532,Loyal Customer
14453,190,1,119.93,1,1,1,111,Lost
14456,5,9,3062.4,5,5,5,555,Champion
14457,311,1,113.64,1,1,1,111,Lost
14459,155,1,1837.92,2,1,4,214,Cannot Lose Them
14460,110,3,434.34,2,3,2,232,At Risk
14461,148,3,2103.06,2,3,5,235,At Risk
14462,66,11,2004.02,3,5,4,354,Loyal Customer
14463,98,3,529.62,2,3,3,233,At Risk
14465,247,3,1058.6200000000001,1,3,4,134,At Risk
14466,29,7,2272.4,4,5,5,455,Champion
14467,18,4,598.76,4,4,3,443,Loyal Customer
14470,12,2,461.19,5,3,2,532,Loyal Customer
14472,104,8,1936.84,2,5,4,254,At Risk
14473,74,2,234.34000000000003,2,3,1,231,At Risk
14474,46,1,547.66,3,1,3,313,Lost
14475,72,3,925.85,3,3,3,333,Loyal Customer
14476,257,1,215.7,1,1,1,111,Lost
14477,20,4,1309.6,4,4,4,444,Champion
14479,254,2,316.25,1,3,2,132,At Risk
14480,11,1,279.05,5,1,2,512,New Customer
14481,165,2,636.51,2,3,3,233,At Risk
14482,18,6,2068.15,4,5,5,455,Champion
14483,282,1,137.1,1,1,1,111,Lost
14484,50,1,321.92,3,1,2,312,Promising
14485,39,1,165.75,3,1,1,311,Promising
14487,27,6,1196.33,4,5,4,454,Champion
14488,68,1,1064.28,3,1,4,314,Lost
14489,207,1,463.38,1,1,2,112,Lost
14491,175,2,340.93,2,3,2,232,At Risk
14493,7,5,2383.2400000000002,5,4,5,545,Champion
14494,26,1,139.56,4,1,1,411,New Customer
14495,51,2,123.8,3,3,1,331,Loyal Customer
14496,312,2,538.8100000000001,1,3,3,133,At Risk
14497,309,1,475.37,1,1,2,112,Lost
14498,43,5,1957.32,3,4,4,344,Loyal Customer
14499,26,3,815.32,4,3,3,433,Loyal Customer
14500,88,3,356.85,2,3,2,232,At Risk
14501,184,2,251.21,1,3,2,132,At Risk
14502,20,11,2470.67,4,5,5,455,Champion
14503,3,6,3543.26,5,5,5,555,Champion
14504,47,4,673.26,3,4,3,343,Loyal Customer
14505,17,8,5905.64,4,5,5,455,Champion
14506,17,5,2012.17,4,4,4,444,Champion
14507,24,6,1383.18,4,5,4,454,Champion
14508,22,2,276.42,4,3,2,432,Loyal Customer
14511,11,5,1314.81,5,4,4,544,Champion
14512,188,2,275.28,1,3,2,132,At Risk
14513,101,3,455.59000000000003,2,3,2,232,At Risk
14514,61,3,1055.35,3,3,4,334,Loyal Customer
14515,18,6,2102.09,4,5,5,455,Champion
14517,33,2,330.45,4,3,2,432,Loyal Customer
14518,64,1,174.37,3,1,1,311,Promising
14520,2,2,270.6,5,3,2,532,Loyal Customer
14522,24,4,974.54,4,4,4,444,Champion
14523,108,1,241.09,2,1,1,211,Lost
14524,32,9,1867.68,4,5,4,454,Champion
14525,20,9,4332.2,4,5,5,455,Champion
14527,3,55,8508.82,5,5,5,555,Champion
14528,37,1,364.21999999999997,3,1,2,312,Promising
14529,60,3,620.04,3,3,3,333,Loyal Customer
14530,26,6,2925.91,4,5,5,455,Champion
14532,236,4,932.85,1,4,3,143,At Risk
14533,25,7,1949.72,4,5,4,454,Champion
14534,3,18,4447.05,5,5,5,555,Champion
14535,60,3,2864.19,3,3,5,335,Loyal Customer
14536,260,1,171.8,1,1,1,111,Lost
14537,58,1,355.56,3,1,2,312,Promising
14538,65,2,388.25,3,3,2,332,Loyal Customer
14539,16,2,537.48,4,3,3,433,Loyal Customer
14540,10,3,996.26,5,3,4,534,Loyal Customer
14541,59,8,1461.65,3,5,4,354,Loyal Customer
14542,186,1,103.25,1,1,1,111,Lost
14543,29,16,3630.33,4,5,5,455,Champion
14544,24,2,2024.45,4,3,4,434,Loyal Customer
14546,5,5,2578.09,5,4,5,545,Champion
14547,4,8,4007.54,5,5,5,555,Champion
14548,151,2,652.8,2,3,3,233,At Risk
14549,311,1,289.24,1,1,2,112,Lost
14550,11,2,765.62,5,3,3,533,Loyal Customer
14551,18,2,186.23,4,3,1,431,Loyal Customer
14552,152,1,165.07,2,1,1,211,Lost
14553,19,5,859.27,4,4,3,443,Loyal Customer
14554,10,4,2381.04,5,4,5,545,Champion
14555,57,2,324.14,3,3,2,332,Loyal Customer
14557,85,1,788.38,2,1,3,213,Cannot Lose Them
14560,7,22,2237.77,5,5,5,555,Champion
14561,76,3,1080.76,2,3,4,234,At Risk
14562,4,18,5074.77,5,5,5,555,Champion
14565,96,4,3099.12,2,4,5,245,At Risk
14566,111,1,1432.0,2,1,4,214,Cannot Lose Them
14567,57,2,1530.3600000000001,3,3,4,334,Loyal Customer
14569,1,1,227.39,5,1,1,511,New Customer
14570,281,2,218.06,1,3,1,131,At Risk
14572,3,7,2832.84,5,5,5,555,Champion
14573,180,9,1653.42,1,5,4,154,At Risk
14576,372,1,35.400000000000006,1,1,1,111,Lost
14577,13,4,859.71,5,4,3,543,Loyal Customer
14578,3,1,168.63,5,1,1,511,New Customer
14581,17,1,138.6,4,1,1,411,New Customer
14582,41,1,114.11,3,1,1,311,Promising
14583,6,5,1052.55,5,4,4,544,Champion
14584,169,4,1042.26,2,4,4,244,At Risk
14585,50,1,157.05,3,1,1,311,Promising
